tanggal_baca,clean_author,clean_text,like_count,id,word_count
2026-01-28 07:00:00,@bambangharymurti6980,"Bagaimana kalau yang mengeluarkan ""disinformasi"" itu pejabat pemerintah sipil atau militer?",2,UgxXZHHqpZJ6W0F91vJ4AaABAg,11
2026-01-28 07:00:00,@ardikurniawan5987,"jaman jokowi musuh bersama adalah radikal radikul
jaman prabowo musuhnya antek antek asing
wkwkwk",0,UgwEQQiqp5SkIdJoDgV4AaABAg,14
2026-01-28 07:00:00,@yamiRic,"Tetap semangat, Tempo",0,UgyssQfkCy6BYrobUUt4AaABAg,3
2026-01-28 07:00:00,@jdtmanggarai,"Angkat topi sama Tempo, kok bisa yah dapat info A1 dari istana.",0,UgwuAa6ceWHzAB0S_NZ4AaABAg,12
2026-01-28 07:00:00,@TheHigherSky,Si omon omon lah antek asing,0,UgxcwRa0TG9L2_25hjp4AaABAg,6
2026-01-28 07:00:00,@gilangputraperkasa4470,"malah join antek"" aseng 🤣",0,Ugxz62s8a0FCVeH27d94AaABAg,5
2026-01-28 07:00:00,@tolekeling8324,Turunkan rezim omon omon & fufufafa 🙂,0,UgyI1cuUEcAflDmoTS54AaABAg,7
2026-01-28 07:00:00,@tolekeling8324,Si omon omon 😂😅😂,0,Ugw3zPp79mW5OLosiDR4AaABAg,4
2026-01-28 07:00:00,@hmmmm6157,Yang jadi anteknya trump kok gak dibilang antek asing ya. Emang trump orang indonesia ya?,2,Ugx7Gcvr-D0H0dqP13Z4AaABAg,15
2026-01-28 07:00:00,@kosnantonanto4646,"Kita lihat bareng2...
Arahnya dah bener pak prabowo..
Kadang media2 jg dibayar asing aseng...
Ayo ngaku",1,UgzJBrottOrV-Y0J76h4AaABAg,16
2026-01-28 07:00:00,@CandraSanghyang,"Rakyat digiring2 supaya benci pada asing,aseng asong.(bisikan syaethon disekelilingnya. Dengan tujuan supaya rakyat berbalik mendukungnya untuk 2029. Padahal dibalik itu dia dan seisi istana berbondong2 antek asing, diam2 menjual semua kekayaan alam ke asing dan uangnya bukan untuk rakyat tapi dimasukkan ke gentong dananrara untuk membuayai sahwat politiknya dan main saham di luar negeri .keuntungan masuk kantong pribadi.  Uang negara dikuasai mutlak sama dinasti gerinda nanti diambil seCuil untuk bansos jelang dekat pemilu.modus yang terang2an diajarkan oleh suhunya mentornya.",1,UgyI05thlEAvs1jWVNZ4AaABAg,79
2026-01-28 07:00:00,@alvajanuar1161,antara sepakat atau blank ? hihi,0,UgwXZaDCecjZppYSy2B4AaABAg,6
2026-01-28 07:00:00,@bagusasmorojati9688,Malu om sama Imam samudera,0,UgznkZgZAbmWFeZnqS54AaABAg,5
2026-01-28 07:00:00,@rendilovema,"Nationalist delegitimization strategy: strategi untuk mendeligitimasi kritik domestik dengan cara mengaitkannya pada musuh eksternal.

Fungsinya:
Mengalihkan isu dari substansi kritik (korupsi, konflik kepentingan, kebijakan)
Membingkai kritik sebagai ancaman kedaulatan, bukan sebagai kontrol demokratis
Menciptakan dikotomi “kita vs mereka”

Di sisi lain
NGO kecil, aktivis, dan media independen mudah diserang karena:
Tidak punya kekuatan koersif
Tidak punya legitimasi elektoral
Tidak bisa membalas dengan instrumen negara

Sementara kekuatan besar (asing atau domestik) tidak disebut “antek” karena:
Dibutuhkan untuk stabilitas kekuasaan
Dibutuhkan untuk investasi, pengakuan geopolitik, dan dukungan elite

Jadi label “antek asing” di sini menjadi alat politik untuk membungkam kritik.

Nasionalisme → alat retorika
Oligarki → mitra struktural
Kekuatan Asing → dirangkul, yg masalah jika mengganggu kekuasaan
Kritik → dibingkai sebagai ancaman negara

Inilah logika rezim kekuasaan yang membutuhkan musuh simbolik bersama untuk bertahan.",1,UgyGzuDyNrMKJHSTlWB4AaABAg,132
2026-01-28 07:00:00,@socrates1796,ini efeknya kalo orang kebanyakan nyawit,1,UgydK7RxiqAszkg_eAZ4AaABAg,6
2026-01-28 07:00:00,@ERIKNBA,"Istilah yg lazim yg sering dikatakan di era-era kekuasaan soekarno itu adalah ""Anthek Imperialis""dalam setiap tajuk pidato-pidatonya,
sehingga istilah ini sesuai dengan perkembangannya menjadi istilah ""Anthek asing"" di mata Pak Prabowo melihat sisi kewaspadaan dan kekawatiran selama ini atas cengkeraman para penguasa diluar pagar ini beliau mengganti dengan istilah ""Anthek asing""  apalagi presiden kita ini gaya pidatonya yg selalu blak-blakan ceplas ceplos tanpa tedeng aling-aling hal ini akan sangat nampak antagonis bagi para pembencinya termasuk media"" ciptaan kaum olygarki"" yg punya tendensi mengganggu jalannya demokrasi.",1,Ugyb7VBW6S_r0rPfUct4AaABAg,85
